"uniqid","yrint","yrborn","female","race","marital","educ","realrinc","health"
23431,1989,1966,0,2,5,16,5102,NA
6506,1976,1922,0,1,3,10,25465,2
50736,2006,1982,1,1,5,15,31267.5,NA
21415,1987,1942,1,1,1,12,18750,3
31419,1994,1963,0,2,5,16,34380,4
6326,1976,1921,0,1,1,16,18335,4
39367,2000,1970,0,1,1,12,14131,3
21870,1987,1967,0,2,1,12,2000,2
28935,1993,1965,0,1,1,12,7074,3
39008,2000,1955,0,1,1,17,29925,4
38604,2000,1964,0,2,4,12,21612,NA
48150,2006,1968,0,1,3,15,21318.75,NA
20942,1987,1954,1,1,3,14,7500,3
9025,1977,1957,1,1,5,12,3852,3
23970,1989,1917,0,1,1,10,4175,1
29387,1993,1968,0,1,1,16,18471,4
38307,2000,1960,0,1,5,17,29925,3
19216,1986,1945,0,1,1,14,28029,NA
11805,1980,1924,1,1,1,16,16994,3
21272,1987,1930,1,1,1,8,9000,1
30155,1994,1955,1,1,1,16,51570,4
41163,2002,1969,1,2,4,14,13296.125,3
35508,1998,1946,1,1,5,13,31005,2
10426,1978,1947,0,1,1,12,20355,NA
9263,1978,1944,1,1,3,12,9952,NA
27685,1991,1971,1,1,5,14,1671,NA
53244,2010,1968,1,2,5,20,42735,3
32228,1994,1956,0,1,3,12,24830,4
9743,1978,1935,0,1,1,14,24879,NA
40366,2000,1956,1,1,1,13,18287,2
34561,1996,1964,1,1,5,15,11781,NA
21692,1987,1930,1,2,4,13,16250,4
52033,2008,1970,0,1,1,12,12718.125,NA
5279,1975,1938,0,1,1,9,27793,3
38152,2000,1967,1,3,5,8,14131,3
10049,1978,1918,0,1,3,10,20355,NA
19504,1986,1942,0,1,1,12,38222,NA
8480,1977,1933,0,1,1,11,26484,4
9224,1978,1950,1,1,5,18,24879,NA
20976,1987,1951,0,1,1,14,45000,3
16049,1984,1960,1,1,1,12,6053,2
45419,2004,1942,0,1,1,6,27171,3
44395,2004,1974,0,2,1,12,11321.25,NA
30022,1994,1965,0,1,1,11,10505,3
54645,2010,1953,0,1,3,11,23310,3
12333,1982,1935,1,1,1,17,28030,4
46805,2006,1979,1,1,5,18,21318.75,4
15810,1984,1936,1,1,3,16,17884,3
20239,1987,1948,1,1,1,16,2000,3
39889,2000,1960,1,2,4,13,7481,3
42254,2002,1954,1,1,1,14,13296.125,4
43841,2004,1954,1,1,1,12,19623.5,NA
28262,1993,1967,1,3,1,12,21615,NA
32179,1994,1959,1,1,1,16,17954,3
40224,2000,1946,1,1,1,12,12468,4
24319,1989,1951,0,1,1,12,19713,3
26453,1991,1973,0,1,5,12,9401,2
16418,1984,1941,1,1,3,16,17884,3
17157,1985,1927,0,1,1,16,31668,4
39790,2000,1931,0,1,3,12,7481,3
28928,1993,1964,0,1,1,12,100496,3
9285,1978,1959,1,1,5,12,3619,NA
44871,2004,1953,1,1,2,15,22642.5,NA
39684,2000,1953,1,1,3,14,4322,4
5908,1975,1923,1,1,2,12,20011,3
45368,2004,1933,0,1,1,12,27171,3
53504,2010,1949,1,1,1,18,42735,3
54828,2010,1953,0,1,1,12,34965,2
20202,1987,1925,1,1,2,12,13750,3
53430,2010,1956,0,1,1,12,23310,NA
52482,2008,1954,1,1,5,18,44178.75,4
33653,1996,1942,0,1,1,12,39875,4
5086,1975,1952,0,1,1,14,16676,4
32190,1994,1945,0,1,3,16,24830,4
33659,1996,1945,0,1,3,18,92692,NA
35530,1998,1948,0,2,3,12,7751,3
17415,1985,1918,0,1,1,14,44863,3
51723,2008,1968,0,1,1,20,14726.25,4
37398,1998,1929,1,1,1,12,2411,3
25906,1990,1960,1,1,3,14,5766,2
15793,1984,1958,1,1,1,12,25587,3
39365,2000,1967,1,2,5,12,9143,3
31613,1994,1968,0,1,5,16,21010,NA
42089,2002,1960,1,1,5,12,10167.625,NA
52476,2008,1979,0,3,1,15,24097.5,NA
51595,2008,1956,1,1,1,17,24097.5,2
40074,2000,1966,0,1,1,12,21612,4
8374,1977,1898,0,1,1,8,14446,3
54016,2010,1949,1,3,3,17,28490,3
49276,2006,1979,0,1,1,15,18476.25,3
11111,1980,1945,1,1,1,12,9819,4
37221,1998,1969,0,1,5,14,11196,3
37853,1998,1960,0,1,1,12,12918,4
31226,1994,1947,1,1,5,20,24830,NA
24396,1989,1932,1,1,1,13,34788,4
30024,1994,1956,1,1,1,11,10505,2
25360,1990,1952,1,2,5,14,5766,2
13328,1982,1935,0,1,5,14,16577,2
35622,1998,1952,1,1,1,12,14641,4
48861,2006,1955,1,1,1,20,25582.5,3
20965,1987,1949,1,1,3,18,27500,4
37183,1998,1966,1,3,5,16,18947,4
3262,1974,1952,1,1,5,12,8636,3
5561,1975,1944,0,1,1,12,27793,4
39997,2000,1964,1,1,3,13,12468,2
41853,2002,1971,0,1,5,15,23463.75,NA
24857,1989,1949,0,1,3,12,41746,2
31754,1994,1963,1,1,1,12,12415,3
8631,1977,1951,0,1,1,12,21669,3
34498,1996,1976,1,1,5,13,5438,3
3592,1974,1943,0,1,1,12,30841,1
29425,1994,1971,0,1,5,16,34380,4
13427,1982,1961,1,1,5,12,2411,3
48869,2006,1972,0,1,1,16,68220,4
44675,2004,1952,1,1,3,13,27171,4
9330,1978,1935,0,1,3,17,33926,NA
13610,1982,1952,0,1,1,10,13563,4
50165,2006,1974,1,1,1,13,13501.875,3
24334,1989,1927,1,1,2,14,5102,4
51573,2008,1952,1,1,1,12,8701.875,3
33949,1996,1967,1,1,3,19,32625,3
40353,2000,1955,0,1,1,12,44887,3
49031,2006,1949,1,1,1,20,38373.75,3
52744,2008,1942,0,1,1,12,20081.25,3
23526,1989,1947,0,1,1,13,41746,4
41355,2002,1978,1,1,5,14,17206.75,NA
31775,1994,1961,0,1,3,12,10505,3
26650,1991,1956,0,1,3,9,22980,NA
7755,1977,1952,0,1,1,12,12520,3
24392,1989,1948,0,1,1,16,30150,NA
32755,1996,1964,1,2,5,16,32625,3
42440,2002,1950,0,1,1,13,34413.5,4
34427,1996,1935,1,1,3,20,23563,4
31779,1994,1971,0,1,5,12,1528,2
20498,1987,1950,0,1,5,20,23750,3
6315,1976,1908,0,1,1,8,15279,1
20956,1987,1952,0,1,5,17,92594,4
48909,2006,1960,1,1,3,14,7816.875,NA
51529,2008,1962,0,1,3,15,24097.5,NA
31384,1994,1968,1,2,5,12,1528,3
48953,2006,1960,1,1,1,13,13501.875,3
17730,1985,1936,0,1,1,8,19793,3
49391,2006,1978,0,1,3,13,6395.625,3
50429,2006,1985,0,1,5,12,5116.5,3
19353,1986,1947,1,1,5,17,21659,NA
30951,1994,1961,1,3,1,12,4202,4
40499,2000,1960,0,1,1,20,29925,3
10833,1980,1921,0,1,1,8,28323,3
33906,1996,1971,0,1,5,15,4713,4
54845,2010,1971,0,1,3,12,23310,2
11818,1980,1943,0,1,1,18,56647,4
5609,1975,1942,0,2,4,3,7782,3
53056,2010,1952,0,2,1,12,19425,4
46494,2004,1972,0,1,5,19,33209,NA
38061,1998,1930,0,1,3,13,37895,2
9364,1978,1951,1,1,3,16,20355,NA
15770,1984,1940,1,1,3,12,17884,2
31207,1994,1958,1,1,4,13,14325,NA
48928,2006,1945,1,1,1,16,3695.25,3
42569,2002,1964,0,1,3,16,34413.5,3
54223,2010,1952,1,1,3,13,16835,2
11259,1980,1944,0,1,1,12,56647,3
54405,2010,1961,1,1,1,6,3367,NA
49278,2006,1979,0,2,1,12,15633.75,NA
4737,1975,1916,1,1,2,17,38910,4
42722,2002,1951,0,1,1,16,28156.5,3
16792,1984,1922,1,1,1,12,8254,3
49244,2006,1987,0,3,5,0,3695.25,2
12042,1980,1945,0,1,1,17,24547,3
10416,1978,1930,0,1,3,20,67851,NA
8248,1977,1957,1,1,5,12,963,3
18815,1986,1954,0,3,1,18,11466,NA
45394,2004,1985,0,3,5,10,4528.5,2
3510,1974,1914,1,1,5,18,43178,4
19553,1986,1946,0,1,1,15,56058,NA
52765,2008,1961,0,1,3,12,17403.75,2
40247,2000,1958,1,3,3,16,44887,4
47959,2006,1979,0,1,5,17,25582.5,4
53894,2010,1966,0,1,1,8,34965,3
4767,1975,1919,0,1,1,8,27793,2
45761,2004,1956,0,1,3,10,16604.5,3
25326,1990,1956,0,1,1,12,14415,NA
35093,1996,1977,0,2,5,11,2538,4
26431,1991,1935,1,1,3,17,37603,3
9574,1978,1947,1,1,1,14,20355,NA
37133,1998,1954,1,1,1,16,56842,4
13564,1982,1943,0,1,1,12,16577,4
11498,1980,1961,1,1,5,11,755,4
3714,1974,1951,0,1,1,12,22206,2
16951,1984,1962,0,1,5,12,9905,4
39557,2000,1949,0,2,1,20,29925,NA
23735,1989,1932,1,1,1,12,6030,3
12962,1982,1938,0,1,1,16,97992,3
12748,1982,1954,1,1,1,16,13563,4
46737,2006,1970,0,3,1,14,38373.75,4
7630,1977,1938,1,1,4,10,17335,2
18674,1986,1937,0,3,1,13,19111,NA
17824,1985,1947,1,1,1,14,14515,3
39436,2000,1947,1,1,3,14,21612,3
48232,2006,1941,1,1,2,12,7816.875,NA
34867,1996,1956,0,1,3,11,23563,3
24885,1989,1967,0,3,5,12,17394,4
48204,2006,1973,0,1,1,20,25582.5,4
17418,1985,1958,0,2,1,13,31668,3
40208,2000,1955,1,2,3,14,29925,3
24345,1989,1960,0,1,5,16,12756,4
20535,1987,1929,1,1,1,14,16250,3
32895,1996,1963,1,1,3,12,15406,3
53962,2010,1979,0,1,5,12,7122.5,NA
51004,2006,1944,0,2,4,14,56850,4
37864,1998,1944,0,1,2,16,31005,4
37255,1998,1972,0,1,5,12,31005,3
35233,1996,1968,1,1,1,12,4713,4
47505,2006,1973,1,1,3,8,10659.375,3
54293,2010,1975,0,1,1,16,23310,3
48396,2006,1961,0,1,1,12,15633.75,3
52245,2008,1966,0,1,2,16,24097.5,4
44603,2004,1935,0,3,1,18,22642.5,NA
53901,2010,1964,1,2,5,11,7122.5,3
33162,1996,1964,1,1,3,12,11781,3
33682,1996,1976,0,2,5,11,1450,3
13196,1982,1946,1,1,3,16,13563,4
47728,2006,1958,1,1,3,18,31267.5,4
30033,1994,1951,1,1,1,13,6876,4
21311,1987,1961,0,1,5,15,9000,4
52053,2008,1957,1,1,1,12,14726.25,3
52937,2008,1955,1,1,1,13,11379.375,2
44467,2004,1970,1,2,5,11,5434.2,NA
46269,2004,1965,1,2,1,12,9811.75,3
7196,1976,1944,0,1,1,12,35651,3
41073,2002,1940,1,1,1,16,11731.875,4
13620,1982,1960,1,1,1,11,603,2
35956,1998,1945,1,1,1,16,11196,4
50821,2006,1979,0,3,5,12,284.25,4
52688,2008,1972,0,2,5,12,20081.25,3
28574,1993,1955,0,1,1,14,12773,4
8996,1977,1950,0,1,1,18,26484,4
17089,1985,1931,1,3,4,9,6861,2
36320,1998,1975,0,3,5,13,5167,2
54508,2010,1986,0,1,5,15,8417.5,4
26873,1991,1950,0,1,1,15,37603,NA
20268,1987,1955,0,1,5,16,32500,3
47466,2006,1968,1,2,3,12,18476.25,3
13996,1983,1961,1,1,1,12,12779,NA
45704,2004,1969,0,1,1,16,33209,NA
41856,2002,1959,0,3,1,12,20335.25,3
4292,1974,1929,0,1,5,8,22206,2
47501,2006,1965,1,2,3,16,25582.5,NA
35651,1998,1964,1,1,1,12,2411,2
44168,2004,1943,1,1,3,14,14340.25,NA
7172,1976,1940,0,1,1,13,81652,4
50553,2006,1959,1,1,1,15,2558.25,NA
43206,2002,1947,0,1,1,15,23463.75,4
39301,2000,1970,0,1,3,10,333,3
8055,1977,1927,0,1,2,12,6741,2
54848,2010,1956,0,1,1,11,16835,NA
14919,1983,1934,0,1,1,16,48277,NA
8872,1977,1915,0,1,1,11,3852,1
42003,2002,1977,0,1,5,11,10167.625,4
39812,2000,1971,1,2,1,14,12468,3
3580,1974,1950,1,1,5,16,18505,3
36468,1998,1943,1,1,1,12,18947,2
18458,1985,1958,1,1,1,13,11876,2
3353,1974,1952,0,1,1,12,11103,3
50544,2006,1978,1,3,1,8,2558.25,4
7080,1976,1920,1,1,1,16,4074,4
7451,1976,1929,0,1,5,9,4074,4
27793,1993,1964,1,1,5,18,25545,NA
6160,1976,1948,0,1,1,13,25465,3
38408,2000,1969,0,2,5,13,24937,3
4600,1974,1935,1,1,1,12,8636,3
22728,1988,1942,0,1,1,16,20507,NA
44453,2004,1943,0,1,1,13,22642.5,NA
13307,1982,1956,1,1,1,13,10850,3
41363,2002,1964,1,3,1,18,17206.75,NA
47015,2006,1958,1,3,5,16,1989.75,4
27179,1991,1956,1,1,3,19,31336,2
8921,1977,1937,0,1,1,12,26484,3
9542,1978,1953,0,1,1,12,11761,NA
43267,2002,1974,0,1,1,16,23463.75,4
12141,1982,1962,1,1,5,14,2411,4
29759,1994,1926,0,1,1,14,8595,NA
19595,1986,1948,0,1,1,14,38222,NA
16500,1984,1960,1,1,5,17,12381,3
51024,2008,1976,0,2,3,10,8701.875,3
17948,1985,1963,0,1,1,12,3695,3
34258,1996,1951,1,1,1,12,3263,3
19158,1986,1950,0,1,1,12,6625,NA
40368,2000,1968,0,1,3,12,21612,3
22033,1988,1947,1,1,1,12,8685,NA
32549,1996,1953,0,1,1,12,27188,4
13110,1982,1927,1,2,1,12,36167,4
47887,2006,1954,0,1,1,12,21318.75,3
8133,1977,1926,0,1,1,16,201640,4
10805,1980,1947,0,1,1,16,32100,4
17105,1985,1961,1,1,5,15,44863,4
38827,2000,1980,1,3,5,9,4322,3
36357,1998,1978,1,1,5,11,3100,2
38326,2000,1947,1,1,1,13,7481,NA
3990,1974,1910,1,1,1,15,11103,1
14474,1983,1958,0,1,5,13,10223,NA
54285,2010,1948,0,1,1,18,34965,NA
54035,2010,1952,1,1,5,12,7122.5,NA
18090,1985,1945,1,1,3,14,7917,4
25021,1990,1925,0,2,1,6,16633,3
54579,2010,1969,0,1,1,14,42735,NA
45235,2004,1966,1,1,4,9,6792.75,1
31596,1994,1950,0,1,1,12,16235,3
40820,2000,1976,0,1,5,13,12468,NA
54482,2010,1938,1,1,3,14,34965,NA
36665,1998,1968,1,1,3,14,25837,3
22350,1988,1957,1,1,1,16,10857,NA
39030,2000,1929,1,1,3,15,5985,2
27294,1991,1972,1,2,5,12,1671,2
16136,1984,1952,0,1,1,16,15132,3
17886,1985,1949,0,1,5,15,17154,3
13488,1982,1962,0,1,5,12,10850,4
36135,1998,1972,0,2,5,12,11196,2
43190,2002,1953,1,2,1,12,11731.875,NA
53491,2010,1950,1,1,1,18,23310,2
29149,1993,1934,0,1,1,12,16703,3
13528,1982,1943,1,1,4,12,7836,3
11322,1980,1953,1,1,3,12,5287,3
45093,2004,1980,1,1,1,14,9811.75,NA
17123,1985,1953,1,3,1,18,9500,3
5587,1975,1929,1,2,1,16,20011,3
37126,1998,1952,0,1,5,16,18947,3
50019,2006,1972,1,1,3,14,38373.75,4
46360,2004,1962,0,1,1,17,40756.5,NA
49443,2006,1932,0,1,3,12,159292.27,1
34419,1996,1970,1,3,1,0,8156,2
40761,2000,1963,1,1,5,12,15793,NA
34207,1996,1973,1,1,4,13,2538,NA
24916,1990,1952,0,3,5,9,7984,3
25122,1990,1949,0,3,5,10,9980,2
18071,1985,1953,0,1,1,12,31668,4
11384,1980,1926,0,1,1,11,24547,2
50741,2006,1952,1,1,5,16,6395.625,3
54176,2010,1987,0,1,5,15,9712.5,3
30524,1994,1955,0,1,1,16,28650,3
36374,1998,1935,0,1,1,9,18947,4
47422,2006,1964,1,2,5,15,25582.5,3
43176,2002,1954,0,1,3,12,34413.5,3
3639,1974,1933,0,1,1,9,43178,4
51530,2008,1962,0,1,1,16,480144.47,3
53895,2010,1949,0,1,1,16,23310,2
43204,2002,1970,1,1,1,13,7039.125,NA
44464,2004,1947,1,1,4,12,14340.25,3
43165,2002,1962,0,1,4,12,13296.125,3
26842,1991,1951,1,1,3,10,9401,3
37192,1998,1931,1,1,1,12,11196,2
8201,1977,1922,1,2,1,7,963,1
45707,2004,1953,1,1,1,18,22642.5,4
3861,1974,1922,1,1,2,12,13570,4
9495,1978,1913,1,2,2,7,905,NA
20351,1987,1932,0,1,1,16,27500,3
32761,1996,1961,0,1,1,17,92692,3
37395,1998,1961,0,1,1,16,7751,3
48402,2006,1961,0,1,1,12,38373.75,4
25161,1990,1941,0,1,3,12,18851,2
6844,1976,1915,1,1,2,12,18335,4
38972,2000,1959,0,1,1,10,9143,2
48813,2006,1974,0,1,1,12,25582.5,4
10302,1978,1954,0,1,5,16,8142,NA
16423,1984,1949,1,1,3,14,23386,3
15807,1984,1955,1,1,5,15,15132,3
37841,1998,1957,1,1,1,16,31005,4
33904,1996,1941,0,1,1,18,11781,NA
31923,1994,1969,0,1,1,13,24830,4
31557,1994,1951,1,1,1,18,5730,3
46119,2004,1979,0,2,5,9,14340.25,3
21323,1987,1962,0,1,1,12,7500,3
3421,1974,1927,1,1,3,13,43178,4
36202,1998,1947,0,1,4,12,6201,2
42416,2002,1960,1,1,1,20,34413.5,NA
50409,2006,1973,1,2,3,12,6395.625,3
31448,1994,1953,1,1,1,9,3438,2
30294,1994,1958,1,1,3,16,34380,3
4331,1974,1926,1,1,1,10,13570,3
23354,1988,1937,0,1,1,17,31364,NA
44253,2004,1973,0,1,1,16,27171,NA
47800,2006,1972,1,1,5,14,18476.25,3
29756,1994,1966,0,1,5,16,24830,2
18488,1985,1958,1,1,1,18,17154,4
25712,1990,1958,1,1,3,15,12197,3
26759,1991,1956,1,1,1,12,13579,NA
39713,2000,NA,0,2,3,12,14131,3
30146,1994,1970,1,1,5,16,14325,NA
8389,1977,1942,0,1,1,12,26484,3
54512,2010,1957,1,1,1,10,8417.5,2
50148,2006,1987,0,1,5,11,284.25,4
6869,1976,1952,1,1,5,16,9167,4
14571,1983,1929,0,1,5,11,12779,NA
50678,2006,1953,1,1,1,12,6395.625,3
10050,1978,1954,0,1,1,16,3619,NA
26213,1990,1963,0,3,5,12,3992,NA
27393,1991,1951,1,1,1,13,9401,NA
39391,2000,1958,0,1,1,16,66500,4
20387,1987,1922,1,1,2,13,11250,3
33052,1996,1962,1,1,1,13,11781,2
43636,2002,1957,0,2,4,16,5631.3,1
8985,1977,1911,0,1,1,12,31299,3
16779,1984,1951,1,1,3,13,550,2
26323,1991,1942,0,1,1,13,111284,3
49178,2006,1965,0,1,5,11,12080.625,2
37327,1998,1945,1,2,5,15,37895,3
30635,1994,1971,0,1,5,12,8595,3
10449,1978,1928,0,1,1,8,13570,NA
34186,1996,1949,0,1,1,12,15406,2
46481,2004,1938,1,1,3,12,22642.5,3
33804,1996,1970,0,1,1,14,23563,4
32395,1996,1943,1,1,3,16,11781,3
3706,1974,1929,0,1,1,8,96450,4
23314,1988,1931,1,1,2,14,15682,3
13734,1982,1941,1,2,1,10,6631,2
33283,1996,1965,1,1,5,20,19938,4
18472,1985,1953,0,1,2,12,11876,3
40881,2000,1953,1,1,1,12,9143,3
44587,2004,1958,0,2,4,13,19623.5,2
51989,2008,1958,0,1,3,12,20081.25,NA
8260,1977,1933,0,1,1,6,3852,3
37804,1998,1947,0,2,5,12,12918,3
34129,1996,1962,0,1,1,12,23563,3
41923,2002,1940,1,1,5,12,17206.75,NA
13248,1982,1953,0,1,5,14,16577,4
13245,1982,1964,0,1,1,10,603,4
44486,2004,1952,1,1,1,18,40756.5,NA
33232,1996,1951,1,1,3,20,19938,3
35655,1998,1936,0,1,1,16,37895,3
26393,1991,1944,1,1,1,14,418,3
20615,1987,1936,1,1,5,17,45000,4
54503,2010,1961,0,1,1,13,62160,3
51359,2008,1930,1,1,2,12,10040.625,NA
13584,1982,1947,1,1,1,11,7836,4
23737,1989,1965,1,1,1,12,12756,3
42298,2002,1972,1,1,3,12,10167.625,3
47415,2006,1953,1,2,3,14,25582.5,NA
31629,1994,1953,0,1,3,11,1528,2
6658,1976,1920,1,1,1,10,4074,3
41086,2002,1952,0,1,5,18,42234.75,NA
20026,1986,1956,0,3,5,11,9173,NA
20236,1987,1937,0,1,1,9,9000,3
5149,1975,1943,1,1,1,16,10005,3
52498,2008,1952,0,1,1,16,480144.47,NA
30644,1994,1918,0,1,1,11,4966,NA
25454,1990,1969,1,1,5,14,3992,NA
14161,1983,1923,0,1,1,14,81266,NA
18717,1986,1959,1,1,1,12,16563,NA
24211,1989,1953,0,1,5,15,5102,3
29661,1994,1954,1,1,3,12,28650,2
47839,2006,1965,1,1,1,16,38373.75,4
17387,1985,1948,0,1,1,12,22432,3
14672,1983,1955,1,1,1,12,3976,NA
24179,1989,1962,1,1,4,12,1855,4
32552,1996,1956,0,1,1,14,39875,3
35119,1996,1957,0,1,3,17,39875,4
22566,1988,1942,1,1,1,12,4343,NA
45757,2004,1979,0,1,5,14,2113.3,4
44286,2004,1966,0,1,4,6,19623.5,3
33023,1996,1953,1,1,1,20,48938,3
43704,2004,1971,0,2,5,16,11321.25,3
28786,1993,1953,1,1,1,18,12773,3
4369,1974,1907,1,1,5,18,4935,2
20424,1987,1949,0,1,1,12,27500,4
19315,1986,1954,0,1,1,12,21659,NA
8984,1977,1937,1,1,1,12,21669,3
8799,1977,1948,1,1,1,10,3852,3
11872,1980,1950,1,1,1,12,20770,4
16466,1984,1952,0,1,5,16,33016,4
25764,1990,1958,0,1,1,13,16633,3
11905,1980,1943,1,1,5,16,28323,3
19503,1986,1921,0,1,1,11,21659,NA
9410,1978,1957,0,1,1,12,11761,NA
43217,2002,1965,0,2,3,12,11731.875,3
25870,1990,1942,1,1,3,14,12197,3
4250,1974,1955,1,1,5,12,1234,3
42815,2002,1958,1,1,1,15,23463.75,4
35242,1996,1959,0,1,5,15,13594,3
15075,1983,1948,1,1,3,12,26411,NA
13140,1982,1942,1,1,3,16,19591,4
25185,1990,1927,1,1,1,12,9980,NA
21605,1987,1924,1,2,2,12,5500,2
4437,1974,1930,0,1,1,14,16038,4
17777,1985,1922,1,2,4,9,3695,1
26934,1991,1959,1,1,5,12,31336,3
29143,1993,1964,1,1,5,12,14738,2
48608,2006,1961,0,1,1,17,68220,NA
45376,2004,1943,0,1,1,12,5434.2,4
51136,2008,1960,1,1,3,16,29452.5,NA
12666,1982,1954,0,1,1,12,13563,3
20435,1987,1951,0,2,4,11,11250,3
32919,1996,1940,0,1,1,19,92692,4
35444,1998,1955,0,1,5,12,31005,3
37039,1998,1957,1,1,3,12,7751,3
22511,1988,1950,1,1,3,13,22919,4
15630,1984,1960,0,1,5,13,17884,4
15802,1984,1959,1,2,5,15,15132,3
11653,1980,1956,1,1,1,14,28323,4
15757,1984,1952,1,2,3,11,9905,3
27295,1991,1968,0,3,5,14,1671,NA
25788,1990,1953,1,1,1,16,444,4
51823,2008,1973,1,1,1,16,4819.5,2
24266,1989,1953,0,1,1,14,51023,NA
29677,1994,1961,0,1,1,12,24830,NA
13414,1982,1930,1,1,1,9,2411,2
29891,1994,1953,1,1,3,12,14325,2
27971,1993,1963,0,1,1,16,35370,4
43160,2002,1947,0,1,1,16,17206.75,NA
6535,1976,1945,1,1,3,12,9167,3
25191,1990,1968,1,1,5,15,3992,3
52929,2008,1972,0,3,1,15,17403.75,4
34165,1996,1965,0,1,5,15,17038,3
28170,1993,1958,0,2,1,11,5109,3
35044,1996,1933,0,2,1,9,11781,3
9809,1978,1943,0,1,1,12,9952,NA
38561,2000,1962,0,2,3,14,44887,3
15060,1983,1961,0,1,1,12,6248,NA
49027,2006,1983,0,1,5,14,13501.875,3
47181,2006,1965,1,2,1,15,25582.5,3
41734,2002,1929,0,1,3,12,13296.125,NA
54533,2010,1961,0,1,3,18,23310,NA
43277,2002,1962,0,1,1,9,23463.75,3
43400,2002,1977,1,1,4,10,312.85,NA
45436,2004,1957,0,1,1,12,22642.5,NA
12324,1982,1952,1,1,1,12,2411,3
31734,1994,1968,1,1,5,16,16235,3
49836,2006,1940,1,1,1,12,7816.875,3
27949,1993,1958,0,1,4,12,29475,3
42184,2002,1961,1,1,4,13,28156.5,NA
10652,1978,1940,1,1,1,12,13570,NA
43231,2002,1964,1,1,5,15,23463.75,4
22418,1988,1961,1,3,5,12,20507,2
30466,1994,1943,0,1,1,14,28650,3
53533,2010,1971,0,1,1,16,42735,4
20770,1987,1951,0,1,1,12,18750,3
14154,1983,1946,1,1,3,12,24139,NA
13614,1982,1956,0,1,1,12,16577,3
53725,2010,1985,0,1,1,10,14245,2
24452,1989,1935,1,1,1,12,12756,2
32508,1996,1964,0,1,1,14,32625,4
12478,1982,1961,1,2,1,12,7836,4
28013,1993,1933,1,1,1,12,21615,4
28539,1993,1959,0,2,4,13,21615,2
18520,1985,1941,0,1,1,20,96036,4
23278,1988,1965,0,1,5,16,1930,3
3534,1974,1909,1,1,1,8,11103,4
5184,1975,1942,0,1,1,10,27793,3
36907,1998,1966,0,1,5,18,31005,3
3608,1974,1935,0,1,1,15,30841,4
45157,2004,1984,1,1,5,13,2113.3,3
21554,1987,1952,1,2,5,12,7500,3
3294,1974,1932,0,1,1,16,55515,4
36341,1998,1975,1,1,5,13,25837,3
54840,2010,1986,0,1,1,12,8417.5,2
19972,1986,1958,0,2,5,11,19111,NA
25471,1990,1958,1,1,3,10,9980,1
19278,1986,1920,1,2,2,9,6625,NA
20442,1987,1967,1,1,5,13,21250,3
27279,1991,1948,1,1,1,13,31336,NA
10567,1978,1949,1,1,5,17,20355,NA
7302,1976,1897,0,1,2,4,11205,3
49061,2006,1963,1,2,3,13,12080.625,NA
18555,1985,1958,0,1,1,17,2111,1
19555,1986,1924,1,1,2,17,38222,NA
22582,1988,1959,1,2,3,14,1930,1
19148,1986,1949,1,1,1,18,19111,NA
20671,1987,1956,1,1,1,12,7500,3
27848,1993,1948,0,2,1,14,29475,4
4566,1974,1930,1,1,1,12,11103,2
8158,1977,1939,0,1,5,15,17335,4
4593,1974,1928,0,1,1,12,30841,4
49911,2006,1959,0,1,1,12,18476.25,3
40619,2000,1967,1,2,1,14,29925,3
33108,1996,1957,1,2,5,16,23563,3
24384,1989,1934,0,1,1,12,10436,3
40776,2000,1960,1,1,1,15,15793,3
44681,2004,1966,1,1,3,16,14340.25,NA
43127,2002,1957,0,3,1,12,17206.75,NA
6997,1976,1910,0,1,1,12,4074,4
37787,1998,1931,1,1,4,12,345,3
50088,2006,1980,0,1,1,11,4263.75,4
22462,1988,1966,1,1,5,12,8685,3
51619,2008,1955,1,1,1,16,36146.25,NA
40286,2000,1973,0,1,5,12,29925,2
21337,1987,1965,1,1,1,12,2000,2
8600,1977,1946,1,1,1,12,21669,3
41069,2002,1958,1,1,1,14,4692.75,3
48445,2006,1963,0,1,5,12,15633.75,3
14270,1983,1958,1,1,1,13,7384,NA
42264,2002,1955,0,1,1,10,312.85,3
8143,1977,1947,0,1,1,16,21669,3
39234,2000,1928,0,1,1,8,10806,3
35264,1996,1949,0,1,3,12,92692,3
10713,1980,1948,1,1,5,12,6798,4
24854,1989,1945,0,1,1,12,51023,NA
32620,1996,1955,0,3,2,19,32625,4
23695,1989,1961,1,1,5,19,19713,4
45028,2004,1941,0,1,1,12,27171,4
28712,1993,1957,0,1,1,16,29475,NA
4590,1974,1949,1,1,1,12,11103,4
9159,1978,1952,1,1,3,12,13570,NA
46653,2006,1971,0,3,1,18,56850,4
37833,1998,1953,1,2,3,12,9473,3
48583,2006,1966,1,1,1,16,18476.25,4
49458,2006,1958,0,1,5,11,4263.75,3
27331,1991,1950,0,1,1,14,31336,4
17918,1985,1964,1,1,1,13,6861,4
27985,1993,1927,0,2,2,20,53055,NA
5515,1975,1921,1,1,1,12,1112,3
46271,2004,1951,0,2,1,14,27171,4
38943,2000,1970,1,2,1,13,7481,3
7625,1977,1921,1,1,1,12,21669,3
54381,2010,1981,1,1,3,15,14245,3
22837,1988,1948,1,1,5,14,8685,NA
3418,1974,1933,0,1,1,19,96450,4
26826,1991,1917,0,1,1,18,111284,3
